,index,table_id,question,response,answer,output
30,30,totto_source/train_json/example-569.json,Which albums did Maylee Todd release on the Do Right Music label and in which years?,"sq1. Identify the rows where Maylee Todd released albums on the Do Right Music label. (independent)
sq2. Extract the title and year from the relevant rows. (depends on sq1)
sq3. Combine the extracted title and year into a final answer. (depends on sq2)

Answer to sq1: The relevant rows are:
- 2010 | Choose Your Own Adventure | Do Right Music | CD
- 2011 | Do Right! Serato Pressing featuring Maylee Todd | Do Right Music | 12"" vinyl & digital download
- 2013 | Escapology | Do Right Music | CD, LP
- 2017 | Acts Of Love | Do Right Music | CD, LP

Answer to sq2:
- Choose Your Own Adventure (2010)
- Do Right! Serato Pressing featuring Maylee Todd (2011)
- Escapology (2013)
- Acts Of Love (2017)

Final answer: Maylee Todd released the following albums on the Do Right Music label: Choose Your Own Adventure (2010), Do Right! Serato Pressing featuring Maylee Todd (2011), Escapology (2013), and Acts Of Love (2017).",Maylee Todd released her first album Choose Your Own Adventure in 2010 and Escapology in 2013 on the Do Right Music label.,"['Choose Your Own Adventure (2010)', 'Do Right! Serato Pressing featuring Maylee Todd (2011)', 'Escapology (2013)', 'Acts Of Love (2017)'] 
"
31,31,totto_source/train_json/example-1542.json,What did Daniela Ramirez do in 2012?,"sq1. Identify the rows that contain information about Dania Ramirez's activities in 2012. (independent)
answers:
Answer to sq1: The relevant rows are:
- 2012 | American Reunion | Selena | -
- 2012 | Premium Rush | Vanessa | -

sq2. Extract the title, role, and notes from the relevant rows. (depends on sq1)
answers:
Answer to sq2:
- Title: American Reunion, Role: Selena, Notes: -
- Title: Premium Rush, Role: Vanessa, Notes: -

sq3. Combine the extracted title, role, and notes into a final answer. (depends on sq2)
answers:
Answer to sq3: In 2012, Dania Ramirez acted in the movies American Reunion as Selena and Premium Rush as Vanessa.

final_answer: In 2012, Dania Ramirez acted in the movies American Reunion as Selena and Premium Rush as Vanessa.","In 2012, Ramirez appeared in two roles: Selena in American Reunion and Vanessa in Premium Rush.","American Reunion, Premium Rush 
"
32,32,totto_source/dev_json/example-2254.json,What marathons did Feyisa Lilesa run in 2010?,"sq1. Identify the rows in the table that contain information about marathons run by Feyisa Lilesa in 2010. (independent)

Answer to sq1: The relevant rows are:
2010 | Xiamen International Marathon | Xiamen, China | 1st | Marathon | 2:08:47
2010 | Rotterdam Marathon | Rotterdam, Netherlands | 4th | Marathon | 2:05:23
2010 | Chicago Marathon | Chicago, United States | 3rd | Marathon | 2:08:10

sq2. Extract the name of the marathons from the relevant rows. (depends on sq1)

Answer to sq2: The marathons run by Feyisa Lilesa in 2010 were:
- Xiamen International Marathon
- Rotterdam Marathon
- Chicago Marathon

final_answer: Feyisa Lilesa ran the Xiamen International Marathon, Rotterdam Marathon, and Chicago Marathon in 2010.","Feyisa Lilesa ran at the 2010 Chicago Marathon, at the 2010 Rotterdam Marathon, and at the Xiamen International Marathon.","Xiamen International Marathon, Rotterdam Marathon, Chicago Marathon 
"
33,33,totto_source/train_json/example-4002.json,"Which of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards, and when were they nominated?","decomposition: |
  sq1. Identify the rows that contain information about Smacksoft's nominations for Best Modern Rock Album at the Korean Music Awards. (independent)
  sq2. Extract the album names from the relevant rows. (depends on sq1)
  sq3. Extract the years from the relevant rows. (depends on sq1)
  sq4. Combine the extracted album names and years into a final answer. (depends on sq2, sq3)

answers: |
  Answer to sq1: The relevant rows are:
  2010 | Korean Music Awards | Best Modern Rock Album | Shines in the Dark | Nominated | -
  2013 | Korean Music Awards | Best Modern Rock Album | Follow Your Heart | Nominated | -
  Answer to sq2: Shines in the Dark (in 2010) and Follow Your Heart (in 2013).
  Answer to sq3: 2010 and 2013.
  Answer to sq4: Smacksoft's albums Shines in the Dark and Follow Your Heart were nominated for Best Modern Rock Album at the Korean Music Awards in 2010 and 2013, respectively.

final_answer: Smacksoft's albums Shines in the Dark and Follow Your Heart were nominated for Best Modern Rock Album at the Korean Music Awards in 2010 and 2013, respectively.",Two of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards: Shines in the Dark in 2010 and Follow Your Heart in 2013.,"'Shines in the Dark' (2010), 'Follow Your Heart' (2013) 
"
34,34,totto_source/train_json/example-13556.json,"When did Anthony Alonzo win Metro Manila Film Festival awards and for which works, respectively?","sq1. Identify the rows that contain information about Anthony Alonzo's wins at the Metro Manila Film Festival. (independent)
sq2. Extract the year from the relevant rows. (depends on sq1)
sq3. Extract the work from the relevant rows. (depends on sq1)
sq4. Combine the extracted year and work into a final answer. (depends on sq2, sq3)

Answer to sq1: The relevant rows are:
- 1983 | Metro Manila Film Festival | Best Actor | Bago Kumalat ang Kamandag | Won
- 1987 | Metro Manila Film Festival | Best Actor | Anak Badjao | Won

Answer to sq2: The years are 1983 and 1987.
Answer to sq3: The works are Bago Kumalat ang Kamandag and Anak Badjao.
Answer to sq4: Anthony Alonzo won the Metro Manila Film Festival Best Actor award in 1983 for Bago Kumalat ang Kamandag and in 1987 for Anak Badjao.

final_answer: Anthony Alonzo won the Metro Manila Film Festival Best Actor award in 1983 for Bago Kumalat ang Kamandag and in 1987 for Anak Badjao.",Anthony Alonzo won the Best Actor awards from the Metro Manila Film Festival for Bago Kumalat Ang Kamandag in 1983 and for Anak Badjao in 1987.,
35,35,totto_source/train_json/example-1352.json,What were the lead roles played by Minal Khan in 2017?,"Decomposition:
sq1. Identify the rows where Minal Khan played a role in 2017. (independent)
sq2. From the identified rows, filter the ones where Minal Khan has a lead role. (depends on sq1)
sq3. Extract the title from the relevant rows. (depends on sq2)
sq4. Combine the extracted titles into a final answer. (depends on sq3)

Answers:
Answer to sq1: The relevant rows are:
2017 | Sun Yaara | Hina Afaq | ARY Digital | -
2017 | Beti To Main Bhi Hun | Haya | Urdu 1 | Debut as Lead
2017 | Parchayee | Pari | Hum TV | Lead Role

Answer to sq2: The rows with lead roles are:
2017 | Sun Yaara | Hina Afaq | ARY Digital | -
2017 | Beti To Main Bhi Hun | Haya | Urdu 1 | Debut as Lead
2017 | Parchayee | Pari | Hum TV | Lead Role

Answer to sq3: The titles are:
- Sun Yaara
- Beti To Main Bhi Hun
- Parchayee

Final answer: Minal Khan played lead roles in Sun Yaara, Beti To Main Bhi Hun, and Parchayee in 2017.",Khan's first lead role was in Urdu 1's Beti To Main Bhi Hun (2017) as Haya and followed with another lead role in Hum TV's Parchayee as Pari.,"Sun Yaara, Beti To Main Bhi Hun, Parchayee 
"
36,36,totto_source/train_json/example-9976.json,What were the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011?,"Subquestions:
sq1. Which rows in the table contain information about New Medicine's singles in 2010 and 2011? (independent)
sq2. Extract the Peak Positions on the Mainstream chart from the relevant rows. (depends on sq1)

Answers:
Answer to sq1: The relevant rows are:
- 2010 | ""Laid"" | 32 | — | Race You to the Bottom
- 2011 | ""Race You to the Bottom"" | 19 | 40 | Race You to the Bottom
- 2011 | ""Rich Kids"" | 31 | - | Race You to the Bottom

Answer to sq2: The Peak Positions on the Mainstream chart for New Medicine's singles in 2010 and 2011 are:
- ""Laid"": 32
- ""Race You to the Bottom"": 19
- ""Rich Kids"": 31

Final answer: The Peak Positions on the Mainstream chart for three New Medicine's singles in 2010 and 2011 are 32 (for ""Laid""), 19 (for ""Race You to the Bottom""), and 31 (for ""Rich Kids"").","""Laid"" hit number 32, ""Race You to the Bottom"" hit number 19 and Rich Kids"" hit number 31 on the Mainstream chart.","32, 19, 31 
"
37,37,totto_source/dev_json/example-2126.json,What were the results of the 1956 United States presidential election in Wyoming?,"sq1. What were the total number of votes in the 1956 United States presidential election in Wyoming? (independent)
Answer to sq1: The total number of votes was 124,127.

sq2. What was the percentage of votes received by Dwight D. Eisenhower in the 1956 United States presidential election in Wyoming? (independent)
Answer to sq2: Dwight D. Eisenhower received 60.08% of the votes.

sq3. What was the percentage of votes received by Adlai Stevenson in the 1956 United States presidential election in Wyoming? (depends on sq2)
Answer to sq3: Adlai Stevenson received 39.92% of the votes.

sq4. Combine the total number of votes, the percentage of votes received by Dwight D. Eisenhower, and the percentage of votes received by Adlai Stevenson into a final answer. (depends on sq1, sq2, sq3)
Answer to sq4: In the 1956 United States presidential election in Wyoming, Dwight D. Eisenhower received 60.08% of the 124,127 total votes, while Adlai Stevenson received 39.92% of the total votes.","Wyoming was won by Dwight D. Eisenhower with 60.08% of the vote, against Adlai Stevenson with 39.92% of the vote.","Dwight D. Eisenhower (60.08%), Adlai Stevenson (39.92%) 
"
38,38,totto_source/train_json/example-7846.json,How was Hawkins doing in the 2014 Commonwealth Games?,"sq1. Identify the row in the table related to the 2014 Commonwealth Games. (independent)

answer to sq1: The relevant row is:
2014 | Commonwealth Games | Glasgow, United Kingdom | 20th | 10,000 m | 29:12.52

sq2. Extract the position from the relevant row. (depends on sq1)

answer to sq2: Callum Hawkins' position at the 2014 Commonwealth Games was 20th.

sq3. Extract the event from the relevant row. (depends on sq1)

answer to sq3: The event in which Callum Hawkins participated at the 2014 Commonwealth Games was the 10,000 m.

sq4. Extract the time from the relevant row. (depends on sq1)

answer to sq4: Callum Hawkins' time in the 10,000 m event at the 2014 Commonwealth Games was 29:12.52.

final answer: Callum Hawkins finished 20th in the 10,000 m event with a time of 29:12.52 at the 2014 Commonwealth Games.","Hawkins competed at the 2014 Commonwealth Games held in Glasgow in the 10,000 metres, finishing 20th.","20th in the 10,000m with a time of 29:12.52 
"
39,39,totto_source/dev_json/example-319.json,Did Joshua Jackson ever star in the Simpsons?,"Subquestion 1: Identify the rows where Joshua Jackson appeared in The Simpsons.
Answer to subquestion 1: 2000 | The Simpsons | Jesse Grass | Voice; Episode: ""Lisa the Tree Hugger""

Subquestion 2: Extract the role Joshua Jackson had in The Simpsons.
Answer to subquestion 2: Joshua Jackson's role in The Simpsons was Jesse Grass.

Final answer: Joshua Jackson did star in The Simpsons as Jesse Grass in the episode ""Lisa the Tree Hugger"" in the year 2000.","In 2000, Joshua Jackson starred in The Simpsons, voicing the character of Jesse Grass in the episode ""Lisa the Tree Hugger"".","Yes 
"
40,40,totto_source/train_json/example-13045.json,What year did Allkja play for Elbasani in the Albanian Second Division?,"Subquestion 1: Identify the rows that contain information about Mateo Allkja playing for Elbasani in the Albanian Second Division.
Answer to subquestion 1: The relevant row is:
Elbasani | 2017-18 | Albanian Second Division | 2 | 0 | 1 | 0 | — | — | 3 | 0

Subquestion 2: Extract the year from the relevant row.
Answer to subquestion 2: 2017-18

Final answer: Mateo Allkja played for Elbasani in the Albanian Second Division in the 2017-18 season.",Allkja played for Elbasani in the 2017–18 Albanian Second Division.,"2017-18 
"
41,41,totto_source/dev_json/example-1515.json,What was Owen McDonnell's first role for something made by RTE?,"sq1. Identify the rows that contain information about Owen McDonnell's roles for productions made by RTE. (independent)
sq2. Extract the role from the relevant rows. (depends on sq1)
sq3. Extract the title from the relevant rows. (depends on sq1)
sq4. Combine the extracted role and title into a final answer. (depends on sq2, sq3)

Answer to sq1: The relevant rows are:
- 2007–10 | Single-Handed | Sergeant Jack Driscoll | RTÉ
- 2009 | Wild Decembers | Joseph Brennan | RTÉ
- 2013 | A Terrible Beauty... | Ned Daly | (TV film)
- 2013 | Scéal | Morris | TG4 (Short TV film)
- 2014 | An Bronntanas | Inspector Fiachra Greene | TG4 (film and TV series)
- 2015–present | An Klondike | Tom Connolly | TG4 (film and TV series)

Answer to sq2: The roles are: Sergeant Jack Driscoll, Joseph Brennan, Ned Daly, Morris, Inspector Fiachra Greene, and Tom Connolly.

Answer to sq3: The titles are: Single-Handed, Wild Decembers, A Terrible Beauty..., Scéal, An Bronntanas, and An Klondike.

Answer to sq4: Owen McDonnell's first role for a production made by RTE was Sergeant Jack Driscoll in Single-Handed.",Owen McDonnell played Sergeant Jack Driscoll in RTÉ's Single-Handed (2007-10).,"Sergeant Jack Driscoll in Single-Handed 
"
