,index,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
32,32,What marathons did Feyisa Lilesa run in 2010?,"Decompose to subquestions-  
sq1. What events did Feyisa Lilesa participate in during 2010? (independent)  
sq2. What positions did he achieve in those events? (depends on sq1)  
sq3. Combine the events and positions to formulate the final answer. (depends on sq1, sq2)  

answers:  
Answer to sq1: The events Feyisa Lilesa participated in during 2010 were:  
- Xiamen International Marathon  
- Rotterdam Marathon  
- Chicago Marathon  

Answer to sq2: The positions he achieved were:  
- 1st in Xiamen International Marathon  
- 4th in Rotterdam Marathon  
- 3rd in Chicago Marathon  

Answer to sq3: In 2010, Feyisa Lilesa ran in the Xiamen International Marathon (1st), Rotterdam Marathon (4th), and Chicago Marathon (3rd).  

final_answer: Xiamen International Marathon (1st), Rotterdam Marathon (4th), Chicago Marathon (3rd).","Feyisa Lilesa ran at the 2010 Chicago Marathon, at the 2010 Rotterdam Marathon, and at the Xiamen International Marathon.","Xiamen International Marathon (1st), Rotterdam Marathon (4th), Chicago Marathon (3rd) 
","feyisa lilesa ran at the 2010 chicago marathon, at the 2010 rotterdam marathon, and at the xiamen international marathon","xiamen international marathon (1), rotterdam marathon (4), chicago marathon (3)",53.84615384615385,0.0
33,33,"Which of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards, and when were they nominated?","Decompose to subquestions-  
sq1. What albums by Smacksoft were nominated for Best Modern Rock Album at the Korean Music Awards? (independent)  
sq2. What years were these nominations? (depends on sq1)  

answers:  
Answer to sq1: Shines in the Dark and Follow Your Heart were nominated for Best Modern Rock Album at the Korean Music Awards.  
Answer to sq2: 2010 for Shines in the Dark and 2013 for Follow Your Heart.  

final_answer: Shines in the Dark (2010) and Follow Your Heart (2013).",Two of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards: Shines in the Dark in 2010 and Follow Your Heart in 2013.,"Shines in the Dark (2010) and Follow Your Heart (2013) 
",2 of smacksoft's albums were nominated for best modern rock album at the korean music awards: shines in the dark in 2010 and follow your heart in 2013,shines in the dark (2010) and follow your heart (2013),51.42857142857142,0.0
34,34,"When did Anthony Alonzo win Metro Manila Film Festival awards and for which works, respectively?","Decompose to subquestions-  
sq1. What years did Anthony Alonzo win Metro Manila Film Festival awards? (independent)  
sq2. For which works did Anthony Alonzo win these awards? (depends on sq1)  

answers:  
Answer to sq1: 1983 and 1987.  
Answer to sq2: Bago Kumalat ang Kamandag and Anak Badjao.  

final_answer: 1983 for Bago Kumalat ang Kamandag and 1987 for Anak Badjao.",Anthony Alonzo won the Best Actor awards from the Metro Manila Film Festival for Bago Kumalat Ang Kamandag in 1983 and for Anak Badjao in 1987.,"1983, 1987 
",anthony alonzo won the best actor awards from the metro manila film festival for bago kumalat ang kamandag in 1983 and for anak badjao in 1987,"1983, 1987",15.384615384615385,0.0
35,35,What were the lead roles played by Minal Khan in 2017?,"Decompose to subquestions-
- sq1: Identify the rows that contain information about Minal Khan's roles in 2017. (independent)
- sq2: Extract the titles of the roles Minal Khan played in 2017 that are categorized as lead roles. (depends on sq1)

answers:
- Answer to sq1: The relevant rows for 2017 are:
  - Beti To Main Bhi Hun | Haya | Urdu 1 | Debut as Lead
  - Parchayee | Pari | Hum TV | Lead Role
- Answer to sq2: The lead roles played by Minal Khan in 2017 are:
  - Beti To Main Bhi Hun as Haya
  - Parchayee as Pari

final_answer: Beti To Main Bhi Hun as Haya, Parchayee as Pari.",Khan's first lead role was in Urdu 1's Beti To Main Bhi Hun (2017) as Haya and followed with another lead role in Hum TV's Parchayee as Pari.,"Beti To Main Bhi Hun as Haya, Parchayee as Pari 
",khan's first lead role was in urdu 1's beti to main bhi hun (2017) as haya and followed with another lead role in hum tv's parchayee as pari,"beti to main bhi hun as haya, parchayee as pari",52.63157894736842,0.0
36,36,What were the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011?,"Decompose to subquestions-  
sq1. What were the Peak Positions on the Mainstream chart for New Medicine's singles in 2010? (independent)  
sq2. What were the Peak Positions on the Mainstream chart for New Medicine's singles in 2011? (independent)  

answers:  
Answer to sq1: ""Laid"" - 32 (2010).  
Answer to sq2: ""Baby's Gone"" - N/A, ""Race You to the Bottom"" - 19, ""Rich Kids"" - 31 (2011).  

final_answer: ""Laid"" - 32 (2010), ""Baby's Gone"" - N/A, ""Race You to the Bottom"" - 19, ""Rich Kids"" - 31 (2011).","""Laid"" hit number 32, ""Race You to the Bottom"" hit number 19 and Rich Kids"" hit number 31 on the Mainstream chart.","""Laid"" - 32, ""Baby's Gone"" - N/A, ""Race You to the Bottom"" - 19, ""Rich Kids"" - 31 
","laid hit number 32, race you to the bottom hit number 19 and rich kids hit number 31 on the mainstream chart","laid - 32, baby's g1 - n/a, race you to the bottom - 19, rich kids - 31",60.60606060606061,0.0
37,37,What were the results of the 1956 United States presidential election in Wyoming?,"Decompose to subquestions-  
sq1. What were the names of the candidates in the 1956 United States presidential election in Wyoming? (independent)  
sq2. How many votes did each candidate receive? (depends on sq1)  
sq3. What was the percentage of votes received by each candidate? (depends on sq1)  

answers:  
Answer to sq1: The candidates were Dwight D. Eisenhower and Adlai Stevenson.  
Answer to sq2: Dwight D. Eisenhower received 74,573 votes, and Adlai Stevenson received 49,554 votes.  
Answer to sq3: Dwight D. Eisenhower received 60.08%, and Adlai Stevenson received 39.92%.  

final_answer: Dwight D. Eisenhower: 74,573 votes (60.08%), Adlai Stevenson: 49,554 votes (39.92%).","Wyoming was won by Dwight D. Eisenhower with 60.08% of the vote, against Adlai Stevenson with 39.92% of the vote.","Dwight D. Eisenhower: 74,573 votes (60.08%), Adlai Stevenson: 49,554 votes (39.92%) 
","wyoming was won by dwight d. eisenhower with 60.08% of the vote, against adlai stevenson with 39.92% of the vote","dwight d. eisenhower: 74,573 votes (60.08%), adlai stevenson: 49,554 votes (39.92%)",48.275862068965516,0.0
38,38,How was Hawkins doing in the 2014 Commonwealth Games?,"Decompose to subquestions-  
sq1. What position did Callum Hawkins achieve in the 2014 Commonwealth Games? (independent)  
sq2. What event did he compete in during the 2014 Commonwealth Games? (independent)  
sq3. What was his time in the 2014 Commonwealth Games? (independent)  

answers:  
Answer to sq1: 20th.  
Answer to sq2: 10,000 m.  
Answer to sq3: 29:12.52.  

final_answer: 20th position in the 10,000 m with a time of 29:12.52.","Hawkins competed at the 2014 Commonwealth Games held in Glasgow in the 10,000 metres, finishing 20th.","20th, 10,000m, 29:12.52 
","hawkins competed at the 2014 coonwealth games held in glasgow in the 10,000 metres, finishing 20","20, 10,000m, 29:12.52",11.76470588235294,0.0
39,39,Did Joshua Jackson ever star in the Simpsons?,"Decompose to subquestions-  
sq1. Did Joshua Jackson appear in The Simpsons? (independent)  
sq2. What role did he play if he did appear? (depends on sq1)  

answers:  
Answer to sq1: Yes, he appeared in The Simpsons.  
Answer to sq2: He played Jesse Grass.  

final_answer: Yes, Joshua Jackson starred in The Simpsons as Jesse Grass.","In 2000, Joshua Jackson starred in The Simpsons, voicing the character of Jesse Grass in the episode ""Lisa the Tree Hugger"".","Yes 
","in 2000, joshua jackson starred in the simpsons, voicing the character of jesse grass in the episode lisa the tree hugger",yes,0.0,0.0
40,40,What year did Allkja play for Elbasani in the Albanian Second Division?,"Decompose to subquestions-  
sq1. What season corresponds to Mateo Allkja's play for Elbasani in the Albanian Second Division? (independent)  
sq2. What year is associated with that season? (depends on sq1)  

answers:  
Answer to sq1: Mateo Allkja played for Elbasani in the Albanian Second Division during the season 2017–18.  
Answer to sq2: The year associated with the season 2017–18 is 2017.  

final_answer: 2017.",Allkja played for Elbasani in the 2017–18 Albanian Second Division.,"2017 
",allkja played for elbasani in the 2017-18 albanian second division,2017,0.0,0.0
41,41,What was Owen McDonnell's first role for something made by RTE?,"Decompose to subquestions- 
sq1. What roles did Owen McDonnell have in productions made by RTÉ? (independent)
sq2. In what year did he first perform a role for RTÉ? (depends on sq1)
sq3. What was the role he played in that year? (depends on sq1 and sq2)

answers: 
Answer to sq1: Owen McDonnell had two roles in productions made by RTÉ: 
- 2007–10 | Single-Handed | Sergeant Jack Driscoll
- 2009 | Wild Decembers | Joseph Brennan

Answer to sq2: The first role he performed for RTÉ was in 2007–10.

Answer to sq3: The role was Sergeant Jack Driscoll.

final_answer: Sergeant Jack Driscoll in 2007–10.",Owen McDonnell played Sergeant Jack Driscoll in RTÉ's Single-Handed (2007-10).,"Sergeant Jack Driscoll 
",owen mcdonnell played sergeant jack driscoll in rté's single-handed,sergeant jack driscoll,50.0,0.0
42,42,"What were Fofana's times, events, and venues in 2015 and 2016?","Decompose to subquestions:

1. What were Fofana's times, events, and venues in 2015?
2. What were Fofana's times, events, and venues in 2016?

Answers:

- Answer to sq1: In 2015, Fofana's time was 7.75, event was 60 m hurdles, and venue was Prague, Czech Republic.
- Answer to sq2: In 2016, Fofana's time was 13.52, event was 110 m hurdles, and venue was Amsterdam, Netherlands.

Final answer: 
2015: 7.75, 60 m hurdles, Prague, Czech Republic; 
2016: 13.52, 110 m hurdles, Amsterdam, Netherlands.",Hassane Fofana finished in 13.52 in the 110 meters hurdles (Amsterdam 2016) and in 7.75 in the 60 meters hurdles (Prague 2015).,"'7.75, 60 m hurdles, Prague, Czech Republic', '13.52, 110 m hurdles, Amsterdam, Netherlands' 
",hassane fofana finished in 13.52 in the 110 meters hurdles,"7.75, 60 m hurdles, prague, czech republic', '13.52, 110 m hurdles, amsterdam, netherlands",27.272727272727277,0.0
43,43,What club and league did Giourkas Seitaridis appear in for the 2003–04 season?,"Decompose to subquestions-  
sq1. What club did Giourkas Seitaridis play for in the 2003–04 season? (independent)  
sq2. What league was that club in during the 2003–04 season? (depends on sq1)  

answers:  
Answer to sq1: Giourkas Seitaridis played for Panathinaikos in the 2003–04 season.  
Answer to sq2: The league was Alpha Ethniki.  

final_answer: Panathinaikos, Alpha Ethniki.","In the 2003–04 season, Giourkas Seitaridis appeared in Alpha Ethniki with Panathinaikos.","Panathinaikos, Alpha Ethniki 
","in the 2003-04 season, giourkas seitaridis appeared in alpha ethniki with panathinaikos","panathinaikos, alpha ethniki",42.857142857142854,0.0
44,44,When and where did Sampson star as “Ozzy”?,"Decompose to subquestions- 
- sq1. In what year did Angus Sampson star as ""Ozzy""? (independent)
- sq2. In which show did he play the role of ""Ozzy""? (independent)

answers: |
  Answer to sq1: 2019
  Answer to sq2: The Walking Dead

final_answer: 2019, The Walking Dead.","In 2019, Sampson starred as “Ozzy” in the series The Walking Dead.","2019, The Walking Dead 
","in 2019, sampson starred as “ozzy” in the series the walking dead","2019, the walking dead",46.15384615384615,0.0
45,45,Who were the winner and runner up in the 2016 presidential election in New Jersey?,"Decompose to subquestions-
  
sq1. Who was the winner of the 2016 presidential election in New Jersey? (independent)  
sq2. Who was the runner-up in the 2016 presidential election in New Jersey? (depends on sq1)  

answers: |  
Answer to sq1: Hillary Clinton (Democratic Party).  
Answer to sq2: Donald Trump (Republican Party).  

final_answer: Hillary Clinton, Donald Trump.",The 2016 United States presidential election in New Jersey was won by Hillary Clinton with 55.5% of the vote over Donald Trump's 41.35%.,"Hillary Clinton, Donald Trump 
",the 2016 united states presidential election in new jersey was won by hillary clinton with 55.5% of the vote over donald trump's 41.35,"hillary clinton, donald trump",24.0,0.0
46,46,"What kind of voice work did Shelly Blond do in 2007 and 2014, and in which productions?","Decomposition to subquestions- 
sq1. What roles did Shelley Blond play in voice work in 2007 and 2014? (independent) 
sq2. In which productions did Shelley Blond do voice work in 2007 and 2014? (depends on sq1)

answers- 
Answer to sq1: In 2007, Shelley Blond voiced Cinderella, and in 2014, she voiced Audrey Glamour. 
Answer to sq2: The productions are ""Snow White: The Sequel"" for 2007 and ""Moomins on the Riviera"" for 2014.

final_answer: In 2007, Shelley Blond did voice work as Cinderella in ""Snow White: The Sequel,"" and in 2014, as Audrey Glamour in ""Moomins on the Riviera.""","Shelley Blond is the voice of Cinderella in Snow White: The Sequel, and Audrey Glamour in the 2014 film Moomins on the Riviera.","Cinderella in ""Snow White: The Sequel"", Audrey Glamour in ""Moomins on the Riviera"" 
","shelley blond is the voice of cinderella in snow white: the sequel, and audrey glamour in the 2014 film moomins on the riviera","cinderella in snow white: the sequel, audrey glamour in moomins on the riviera",73.33333333333334,0.0
