,index,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
34,34,"When did Anthony Alonzo win Metro Manila Film Festival awards and for which works, respectively?","Reasoning - To determine when Anthony Alonzo won Metro Manila Film Festival awards and for which works, we need to look at the relevant rows in the table. The table shows two instances: in 1983, he won the Best Actor award for ""Bago Kumalat ang Kamandag,"" and in 1987, he won the Best Actor award for ""Anak Badjao."" Therefore, the awards were won in 1983 for ""Bago Kumalat ang Kamandag"" and in 1987 for ""Anak Badjao.""

Answer - [[1983, ""Bago Kumalat ang Kamandag""], [1987, ""Anak Badjao""]]",Anthony Alonzo won the Best Actor awards from the Metro Manila Film Festival for Bago Kumalat Ang Kamandag in 1983 and for Anak Badjao in 1987.,"[1983, ""Bago Kumalat ang Kamandag""], [1987, ""Anak Badjao""] 
",anthony alonzo won the best actor awards from the metro manila film festival for bago kumalat ang kamandag in 1983 and for anak badjao in 1987,"[1983, bago kumalat ang kamandag], [1987, anak badjao]",50.0,0.0
35,35,What were the lead roles played by Minal Khan in 2017?,"Reasoning - To determine the lead roles played by Minal Khan in 2017, we need to look at the rows corresponding to the year 2017 and extract the 'Role' column where it is specified as a lead role. The relevant rows for 2017 are: 2017: Beti To Main Bhi Hun: Haya - 2017: Parchayee: Pari. Hence, the lead roles played by Minal Khan in 2017 are Haya and Pari.

Answer - [Haya, Pari]",Khan's first lead role was in Urdu 1's Beti To Main Bhi Hun (2017) as Haya and followed with another lead role in Hum TV's Parchayee as Pari.,"Haya, Pari 
",khan's first lead role was in urdu 1's beti to main bhi hun (2017) as haya and followed with another lead role in hum tv's parchayee as pari,"haya, pari",13.333333333333334,0.0
36,36,What were the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011?,"Reasoning - To determine the Peak Positions on the Mainstream chart for New Medicine's singles in 2010 and 2011, we need to examine the relevant rows for those years. From the table, we can extract the following data: 

- In 2010, the single ""Laid"" peaked at position 32 on the U.S. Mainstream chart.
- In 2011, the singles ""Baby's Gone"" and ""Race You to the Bottom"" have no peak positions listed on the U.S. Mainstream chart, hence their values are '—' (indicating no rank).
- Additionally, ""Rich Kids"" peaked at position 31 on the U.S. Mainstream chart.

Therefore, the Peak Positions on the Mainstream chart for New Medicine's singles in 2010 and 2011 are 32, '—', 19, and 31. However, since the question specifically asks for three singles, we will provide the peak positions of singles ""Laid,"" ""Baby's Gone,"" and ""Race You to the Bottom"".

Answer - [32, '—', 19]","""Laid"" hit number 32, ""Race You to the Bottom"" hit number 19 and Rich Kids"" hit number 31 on the Mainstream chart.","[32, '—', '—'] 
","laid hit number 32, race you to the bottom hit number 19 and rich kids hit number 31 on the mainstream chart","[32, '—', '—']",8.695652173913045,0.0
37,37,What were the results of the 1956 United States presidential election in Wyoming?,"Reasoning - To determine the results of the 1956 United States presidential election in Wyoming, we need to look at the votes and percentages for each candidate listed in the table. The Republican candidate, Dwight D. Eisenhower, received 74,573 votes, which is 60.08% of the total votes. The Democratic candidate, Adlai Stevenson, received 49,554 votes, which is 39.92% of the total votes. The total number of votes cast in the election was 124,127.

Answer - [Republican: Dwight D. Eisenhower, 74,573 votes, 60.08%; Democratic: Adlai Stevenson, 49,554 votes, 39.92%; Total votes: 124,127]","Wyoming was won by Dwight D. Eisenhower with 60.08% of the vote, against Adlai Stevenson with 39.92% of the vote.","Republican: Dwight D. Eisenhower, Democratic: Adlai Stevenson 
","wyoming was won by dwight d. eisenhower with 60.08% of the vote, against adlai stevenson with 39.92% of the vote","republican: dwight d. eisenhower, democratic: adlai stevenson",40.0,0.0
38,38,How was Hawkins doing in the 2014 Commonwealth Games?,"Reasoning - To determine how Hawkins performed in the 2014 Commonwealth Games, we look for the relevant row in the table where the year is 2014 and the competition is ""Commonwealth Games."" Upon examining the table, the entry is: ""2014 | Commonwealth Games | Glasgow, United Kingdom | 20th | 10,000 m | 29:12.52."" This indicates that Hawkins finished in 20th place in the 10,000 m event.

Answer - 20th place in the 10,000 m event.","Hawkins competed at the 2014 Commonwealth Games held in Glasgow in the 10,000 metres, finishing 20th.","20th place 
","hawkins competed at the 2014 coonwealth games held in glasgow in the 10,000 metres, finishing 20",20 place,12.5,0.0
39,39,Did Joshua Jackson ever star in the Simpsons?,"Reasoning - To determine whether Joshua Jackson ever starred in The Simpsons, we need to refer to the relevant row that mentions The Simpsons in the table. The table indicates Joshua Jackson voiced the character ""Jesse Grass"" in the episode titled ""Lisa the Tree Hugger"" in the year 2000. Since he is credited with a role in The Simpsons, the answer is yes.

Answer - Yes","In 2000, Joshua Jackson starred in The Simpsons, voicing the character of Jesse Grass in the episode ""Lisa the Tree Hugger"".","Yes 
","in 2000, joshua jackson starred in the simpsons, voicing the character of jesse grass in the episode lisa the tree hugger",yes,0.0,0.0
40,40,What year did Allkja play for Elbasani in the Albanian Second Division?,"Reasoning - To determine the year Mateo Allkja played for Elbasani in the Albanian Second Division, we need to refer to the rows in the table related to the season when he was in that league. The relevant row for the Albanian Second Division shows that he played for Elbasani during the season 2017-18. 

Answer - 2017-18",Allkja played for Elbasani in the 2017–18 Albanian Second Division.,"2017-18 
",allkja played for elbasani in the 2017-18 albanian second division,2017-2018,0.0,0.0
41,41,What was Owen McDonnell's first role for something made by RTE?,"Reasoning - To determine Owen McDonnell's first role for something made by RTÉ, we need to look through the filmography table for titles associated with RTÉ and identify the earliest year. Browsing through the relevant entries, the first instance is in the year 2007 for the show ""Single-Handed,"" where he played the role of Sergeant Jack Driscoll. 

Answer - [Sergeant Jack Driscoll]",Owen McDonnell played Sergeant Jack Driscoll in RTÉ's Single-Handed (2007-10).,"Sergeant Jack Driscoll 
",owen mcdonnell played sergeant jack driscoll in rté's single-handed,sergeant jack driscoll,50.0,0.0
42,42,"What were Fofana's times, events, and venues in 2015 and 2016?","Reasoning - To determine Fofana's times, events, and venues in 2015 and 2016, we must examine the rows for those specific years in the provided table. In 2015, the relevant entry is: 2015 | European Indoor Championships | Prague, Czech Republic | 15th (h) | 60 m hurdles | 7.75, which indicates his event was the 60 m hurdles, held in Prague, and his time was 7.75. In 2016, the entry is: 2016 | European Championships | Amsterdam, Netherlands | 12th (sf) | 110 m hurdles | 13.52, signifying his event was the 110 m hurdles, in Amsterdam, with a time of 13.52. Therefore, the times, events, and venues for Fofana in the years 2015 and 2016 are as follows: in 2015 he participated in the 60 m hurdles in Prague with a time of 7.75, and in 2016 he participated in the 110 m hurdles in Amsterdam with a time of 13.52.

Answer - [{'year': 2015, 'event': '60 m hurdles', 'venue': 'Prague', 'time': '7.75'}, {'year': 2016, 'event': '110 m hurdles', 'venue': 'Amsterdam', 'time': '13.52'}]",Hassane Fofana finished in 13.52 in the 110 meters hurdles (Amsterdam 2016) and in 7.75 in the 60 meters hurdles (Prague 2015).,"[{'year': 2015, 'event': '60 m hurdles', 'venue': 'Prague', 'time': '7.75'}, {'year': 2016, 'event': '110 m hurdles', 'venue': 'Amsterdam', 'time': '13.52'}] 
",hassane fofana finished in 13.52 in the 110 meters hurdles,"[{'year': 2015, 'event': '60 m hurdles', 'venue': 'prague', 'time': '7.75'}, {'year': 2016, 'event': '110 m hurdles', 'venue': 'amsterdam', 'time': '13.52'}]",20.689655172413794,0.0
43,43,What club and league did Giourkas Seitaridis appear in for the 2003–04 season?,"reason: ""To determine the club and league Giourkas Seitaridis appeared in for the 2003–04 season, we need to look for that specific season in the table. The relevant row for 2003–04 shows that Giourkas Seitaridis was with Panathinaikos in the Alpha Ethniki league. Therefore, he played for Panathinaikos in the Alpha Ethniki league during the 2003–04 season.""
answer: [Panathinaikos, Alpha Ethniki]","In the 2003–04 season, Giourkas Seitaridis appeared in Alpha Ethniki with Panathinaikos.","Panathinaikos, Alpha Ethniki 
","in the 2003-04 season, giourkas seitaridis appeared in alpha ethniki with panathinaikos","panathinaikos, alpha ethniki",42.857142857142854,0.0
44,44,When and where did Sampson star as “Ozzy”?,"Reasoning - To determine when and where Angus Sampson starred as “Ozzy”, we need to look for the corresponding entry in the filmography table. The relevant row mentions that in 2019, Angus Sampson played the role of Ozzy in ""The Walking Dead"" for 2 episodes. Therefore, he starred as Ozzy in 2019 in ""The Walking Dead.""

Answer - [2019, The Walking Dead]","In 2019, Sampson starred as “Ozzy” in the series The Walking Dead.","2019, The Walking Dead 
","in 2019, sampson starred as “ozzy” in the series the walking dead","2019, the walking dead",46.15384615384615,0.0
45,45,Who were the winner and runner up in the 2016 presidential election in New Jersey?,"reasoning: 
To determine the winner and runner-up in the 2016 presidential election in New Jersey, we need to look at the candidates and their corresponding vote counts. The candidate with the highest number of votes is the winner, while the one with the second highest number is the runner-up. According to the data provided: 

- Hillary Clinton (Democratic) received 2,148,278 votes, which is the highest.
- Donald Trump (Republican) received 1,601,933 votes, which is the second highest.

Therefore, the winner of the election was Hillary Clinton, and the runner-up was Donald Trump.
  
answer: [Hillary Clinton, Donald Trump]",The 2016 United States presidential election in New Jersey was won by Hillary Clinton with 55.5% of the vote over Donald Trump's 41.35%.,"Hillary Clinton, Donald Trump 
",the 2016 united states presidential election in new jersey was won by hillary clinton with 55.5% of the vote over donald trump's 41.35,"hillary clinton, donald trump",24.0,0.0
46,46,"What kind of voice work did Shelly Blond do in 2007 and 2014, and in which productions?","Reasoning - To find out the kind of voice work that Shelley Blond did in 2007 and 2014, we need to look at the relevant rows for those years in the table. In 2007, Shelley Blond voiced Cinderella in the production ""Snow White: The Sequel"". In 2014, she voiced Audrey Glamour in the production ""Moomins on the Riviera"". Therefore, the voice work she did in those years consists of voicing Cinderella and Audrey Glamour.

Answer - [Cinderella in ""Snow White: The Sequel"", Audrey Glamour in ""Moomins on the Riviera""]","Shelley Blond is the voice of Cinderella in Snow White: The Sequel, and Audrey Glamour in the 2014 film Moomins on the Riviera.","[Cinderella, Audrey Glamour] 
","shelley blond is the voice of cinderella in snow white: the sequel, and audrey glamour in the 2014 film moomins on the riviera","[cinderella, audrey glamour]",27.27272727272727,0.0
47,47,What was Thunder doing in the 2011 movie Padam Padam?,"Reasoning - To find out what Thunder's role was in the 2011 movie ""Padam Padam"", we need to refer to the row corresponding to that title and year in the table. The relevant row shows that for ""Padam Padam,"" Thunder played the role of Yang Kang-woo. 

Answer - Yang Kang-woo","In 2011, Thunder had a cameo role in Padam Padam, where he played the role of Yang Kang-woo.","Yang Kang-woo 
","in 2011, thunder had a cameo role in padam padam, where he played the role of yang kang-woo",yang kang-woo,22.22222222222222,0.0
48,48,What ratio of total votes did Pierre Bertho earn during the 1946 Dahomey and Togo by-election?,"Reasoning - To determine the ratio of total votes that Pierre Bertho earned during the 1946 Dahomey and Togo by-election, we need to look at the 'Votes' column for Pierre Bertho and the 'Total' votes. Pierre Bertho received 644 votes, while the total number of votes cast was 818. To find the ratio, we divide Pierre Bertho’s votes by the total votes: 

\[ 
\text{Ratio} = \frac{\text{Votes for Pierre Bertho}}{\text{Total Votes}} = \frac{644}{818} 
\]

This simplifies to the ratio of 644:818, which can be further reduced. The simplest form of the ratio is approximately 0.787, or we can express the fraction as \( \frac{644}{818} \).

Answer - [644:818]",Pierre Bertho of the Popular Republican Movement was the candidate elected with 644 of the 818 votes casted.,"644:818 
",pierre bertho of the popular republican movement was the candidate elected with 644 of the 818 votes casted,644:818,0.0,0.0
