,Unnamed: 0,index,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
34,34,34,"When did Anthony Alonzo win Metro Manila Film Festival awards and for which works, respectively?","evidence: |
  The relevant rows contain information about Anthony Alonzo's wins at the Metro Manila Film Festival:
  Year | Award Giving Body | Category | Work | Result
  1983 | Metro Manila Film Festival | Best Actor | Bago Kumalat ang Kamandag | Won
  1987 | Metro Manila Film Festival | Best Actor | Anak Badjao | Won
answer: |
  Anthony Alonzo won Metro Manila Film Festival awards in 1983 for ""Bago Kumalat ang Kamandag"" and in 1987 for ""Anak Badjao.""",Anthony Alonzo won the Best Actor awards from the Metro Manila Film Festival for Bago Kumalat Ang Kamandag in 1983 and for Anak Badjao in 1987.,"1983, 1987 
",anthony alonzo won the best actor awards from the metro manila film festival for bago kumalat ang kamandag in 1983 and for anak badjao in 1987,"1983, 1987",15.384615384615385,0.0
35,35,35,What were the lead roles played by Minal Khan in 2017?,"evidence: |
  The relevant rows contain information about Minal Khan's lead roles in 2017:
  Year | Title | Role | Network | Notes
  2017 | Beti To Main Bhi Hun | Haya | Urdu 1 | Debut as Lead
  2017 | Parchayee | Pari | Hum TV | Lead Role
answer: |
  In 2017, Minal Khan played lead roles in ""Beti To Main Bhi Hun"" as Haya and in ""Parchayee"" as Pari.",Khan's first lead role was in Urdu 1's Beti To Main Bhi Hun (2017) as Haya and followed with another lead role in Hum TV's Parchayee as Pari.,"Haya, Pari 
",khan's first lead role was in urdu 1's beti to main bhi hun (2017) as haya and followed with another lead role in hum tv's parchayee as pari,"haya, pari",13.333333333333334,0.0
36,36,36,What were the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011?,"evidence: |
  The relevant rows contain information about New Medicine's singles and their peak positions on the U.S. Mainstream chart in 2010 and 2011:
  Year | Title | Peak Positions | Peak Positions | Album
  2010 | ""Laid"" | 32 | — | Race You to the Bottom
  2011 | ""Race You to the Bottom"" | 19 | 40 | Race You to the Bottom
  2011 | ""Rich Kids"" | 31 | - | Race You to the Bottom
answer: |
  In 2010, New Medicine's single ""Laid"" peaked at position 32 on the U.S. Mainstream chart. In 2011, ""Race You to the Bottom"" peaked at position 19, and ""Rich Kids"" peaked at position 31 on the same chart.","""Laid"" hit number 32, ""Race You to the Bottom"" hit number 19 and Rich Kids"" hit number 31 on the Mainstream chart.","['32', '19', '31'] 
","laid hit number 32, race you to the bottom hit number 19 and rich kids hit number 31 on the mainstream chart","['32', '19', '31']",26.08695652173913,0.0
37,37,37,What were the results of the 1956 United States presidential election in Wyoming?,"evidence: |
  The relevant rows contain information about the results of the 1956 United States presidential election in Wyoming:
  Party | Candidate | Votes | %
  Republican | Dwight D. Eisenhower (inc.) | 74,573 | 60.08%
  Democratic | Adlai Stevenson | 49,554 | 39.92%
  Total votes | 124,127 | 100.00%
answer: |
  In the 1956 United States presidential election in Wyoming, Dwight D. Eisenhower (Republican) received 74,573 votes (60.08%) and Adlai Stevenson (Democratic) received 49,554 votes (39.92%), with a total of 124,127 votes.","Wyoming was won by Dwight D. Eisenhower with 60.08% of the vote, against Adlai Stevenson with 39.92% of the vote.","Dwight D. Eisenhower, Adlai Stevenson 
","wyoming was won by dwight d. eisenhower with 60.08% of the vote, against adlai stevenson with 39.92% of the vote","dwight d. eisenhower, adlai stevenson",43.47826086956522,0.0
38,38,38,How was Hawkins doing in the 2014 Commonwealth Games?,"evidence: |
  The relevant row contains information about Callum Hawkins' performance in the 2014 Commonwealth Games:
  Year | Competition | Venue | Position | Event | Notes
  2014 | Commonwealth Games | Glasgow, United Kingdom | 20th | 10,000 m | 29:12.52
answer: |
  In the 2014 Commonwealth Games, Callum Hawkins finished in 20th position in the 10,000 m event with a time of 29:12.52.","Hawkins competed at the 2014 Commonwealth Games held in Glasgow in the 10,000 metres, finishing 20th.","20th position 
","hawkins competed at the 2014 coonwealth games held in glasgow in the 10,000 metres, finishing 20",20 position,12.5,0.0
39,39,39,Did Joshua Jackson ever star in the Simpsons?,"evidence: |
  The relevant row contains information about Joshua Jackson's role in The Simpsons:
  Year | Title | Role | Notes
  2000 | The Simpsons | Jesse Grass | Voice; Episode: ""Lisa the Tree Hugger""
answer: |
  Yes, Joshua Jackson starred in The Simpsons as Jesse Grass in the episode ""Lisa the Tree Hugger.""","In 2000, Joshua Jackson starred in The Simpsons, voicing the character of Jesse Grass in the episode ""Lisa the Tree Hugger"".","Yes 
","in 2000, joshua jackson starred in the simpsons, voicing the character of jesse grass in the episode lisa the tree hugger",yes,0.0,0.0
40,40,40,What year did Allkja play for Elbasani in the Albanian Second Division?,"evidence: |
  The relevant row contains information about Mateo Allkja's playing for Elbasani in the Albanian Second Division:
  Club | Season | Division | Apps | Goals | Apps | Goals | Apps | Goals | Apps | Goals
  Elbasani | 2017–18 | Albanian Second Division | 2 | 0 | 1 | 0 | — | — | 3 | 0
answer: |
  Mateo Allkja played for Elbasani in the Albanian Second Division in the year 2017–18.",Allkja played for Elbasani in the 2017–18 Albanian Second Division.,"2017-18 
",allkja played for elbasani in the 2017-18 albanian second division,2017-2018,0.0,0.0
41,41,41,What was Owen McDonnell's first role for something made by RTE?,"evidence: |
  The relevant row contains information about Owen McDonnell's first role for something made by RTÉ:
  Year(s) | Title | Role | Notes
  2007–10 | Single-Handed | Sergeant Jack Driscoll | RTÉ
answer: |
  Owen McDonnell's first role for something made by RTÉ was as Sergeant Jack Driscoll in ""Single-Handed,"" which aired from 2007 to 2010.",Owen McDonnell played Sergeant Jack Driscoll in RTÉ's Single-Handed (2007-10).,"Sergeant Jack Driscoll 
",owen mcdonnell played sergeant jack driscoll in rté's single-handed,sergeant jack driscoll,50.0,0.0
42,42,42,"What were Fofana's times, events, and venues in 2015 and 2016?","evidence: |
  The relevant rows contain information about Hassane Fofana's achievements in 2015 and 2016:
  Year | Competition | Venue | Position | Event | Notes
  2015 | European Indoor Championships | Prague, Czech Republic | 15th (h) | 60 m hurdles | 7.75
  2016 | European Championships | Amsterdam, Netherlands | 12th (sf) | 110 m hurdles | 13.52
answer: |
  In 2015, Hassane Fofana's time was 7.75 in the 60 m hurdles at the European Indoor Championships in Prague, Czech Republic. In 2016, his time was 13.52 in the 110 m hurdles at the European Championships in Amsterdam, Netherlands.",Hassane Fofana finished in 13.52 in the 110 meters hurdles (Amsterdam 2016) and in 7.75 in the 60 meters hurdles (Prague 2015).,"['7.75', '60 m hurdles', 'Prague, Czech Republic', '13.52', '110 m hurdles', 'Amsterdam, Netherlands'] 
",hassane fofana finished in 13.52 in the 110 meters hurdles,"['7.75', '60 m hurdles', 'prague, czech republic', '13.52', '110 m hurdles', 'amsterdam, netherlands']",27.272727272727277,0.0
43,43,43,What club and league did Giourkas Seitaridis appear in for the 2003–04 season?,"evidence: |
  The relevant row contains information about Giourkas Seitaridis's club and league performance for the 2003–04 season:
  Season | Club | League | Apps | Goals
  2003–04 | Panathinaikos | Alpha Ethniki | 21 | 0
answer: |
  In the 2003–04 season, Giourkas Seitaridis appeared for Panathinaikos in the Alpha Ethniki league.","In the 2003–04 season, Giourkas Seitaridis appeared in Alpha Ethniki with Panathinaikos.","Panathinaikos, Alpha Ethniki 
","in the 2003-04 season, giourkas seitaridis appeared in alpha ethniki with panathinaikos","panathinaikos, alpha ethniki",42.857142857142854,0.0
44,44,44,When and where did Sampson star as “Ozzy”?,"evidence: |
  The relevant row contains information about Angus Sampson's role as Ozzy:
  Year | Title | Role | Notes
  2019 | The Walking Dead | Ozzy | 2 episodes
answer: |
  Angus Sampson starred as “Ozzy” in 2019 in ""The Walking Dead"".","In 2019, Sampson starred as “Ozzy” in the series The Walking Dead.","2019, ""The Walking Dead"" 
","in 2019, sampson starred as “ozzy” in the series the walking dead","2019, the walking dead",46.15384615384615,0.0
45,45,45,Who were the winner and runner up in the 2016 presidential election in New Jersey?,"evidence: |
  The relevant rows contain information about the presidential election results in New Jersey:
  Party | Candidate | Votes | %
  - | Democratic | Hillary Clinton | 2,148,278 | 55.45%
  - | Republican | Donald Trump | 1,601,933 | 41.35%

answer: |
  In the 2016 presidential election in New Jersey, Hillary Clinton was the winner with 2,148,278 votes, and Donald Trump was the runner-up with 1,601,933 votes.",The 2016 United States presidential election in New Jersey was won by Hillary Clinton with 55.5% of the vote over Donald Trump's 41.35%.,"Hillary Clinton, Donald Trump 
",the 2016 united states presidential election in new jersey was won by hillary clinton with 55.5% of the vote over donald trump's 41.35,"hillary clinton, donald trump",24.0,0.0
46,46,46,"What kind of voice work did Shelly Blond do in 2007 and 2014, and in which productions?","evidence: |
  The relevant rows contain information about Shelly Blond's voice work:
  Year | Title | Role | Notes
  2007 | Snow White: The Sequel | Cinderella | Voice
  2014 | Moomins on the Riviera | Audrey Glamour | Voice
answer: |
  In 2007, Shelly Blond did voice work as Cinderella in Snow White: The Sequel, and in 2014, she did voice work as Audrey Glamour in Moomins on the Riviera.","Shelley Blond is the voice of Cinderella in Snow White: The Sequel, and Audrey Glamour in the 2014 film Moomins on the Riviera.","Cinderella in Snow White: The Sequel, Audrey Glamour in Moomins on the Riviera 
","shelley blond is the voice of cinderella in snow white: the sequel, and audrey glamour in the 2014 film moomins on the riviera","cinderella in snow white: the sequel, audrey glamour in moomins on the riviera",73.33333333333334,0.0
47,47,47,What was Thunder doing in the 2011 movie Padam Padam?,"evidence: |
  The relevant row contains information about Thunder's role in the 2011 drama Padam Padam:
  Title | Year | Network | Role | Notes
  Padam Padam | 2011 | KBS | Yang Kang-woo | Cameo
answer: |
  In the 2011 movie Padam Padam, Thunder had a cameo role as Yang Kang-woo.","In 2011, Thunder had a cameo role in Padam Padam, where he played the role of Yang Kang-woo.","Cameo role 
","in 2011, thunder had a cameo role in padam padam, where he played the role of yang kang-woo",cameo role,22.22222222222222,0.0
48,48,48,What ratio of total votes did Pierre Bertho earn during the 1946 Dahomey and Togo by-election?,"evidence: |
  The relevant row contains the total votes for Pierre Bertho:
  Candidate | Party | Votes | %
  Pierre Bertho | Popular Republican Movement | 644 | 100
  Total | Total | 818 | 100
answer: |
  Pierre Bertho earned a ratio of 644 out of 818 total votes during the 1946 Dahomey and Togo by-election. This simplifies to approximately 0.786 or 78.6%.",Pierre Bertho of the Popular Republican Movement was the candidate elected with 644 of the 818 votes casted.,"78.6% 
",pierre bertho of the popular republican movement was the candidate elected with 644 of the 818 votes casted,78.6%,0.0,0.0
49,49,49,Was is the latest IETF standards documentation and when was it released?,"evidence: |
  The relevant row contains information about the latest IETF standards documentation:
  RFC Number | Title | Published | Author | Obsolete and Update Information
  RFC 7440 | TFTP Windowsize Option | Jan 2015 | P. Masotta | -
answer: |
  The latest IETF standards documentation is RFC 7440, titled ""TFTP Windowsize Option,"" published in January 2015.",The TFTP Windowsize Option (RFC 7440) was published in January 2015.,"RFC 7440, January 2015 
",the tftp windowsize option (rfc 7440) was published in january 2015,"rfc 7440, january 2015",57.14285714285715,0.0
50,50,50,What percentage of votes held the 1940 Bow and Bromley election seat for labour?,"evidence: |
  The relevant row contains information about the votes in the 1940 Bow and Bromley by-election:
  Party | Candidate | Votes | % | ±
  - | Labour | Charles Key | 11,594 | 95.8 | +18.2
answer: |
  In the 1940 Bow and Bromley by-election, the Labour party held 95.8% of the votes.","On a reduced turnout, Key held the 1940 Bow and Bromley by-election seat for Labour with 95.8% of the votes.","95.8% 
","on a reduced turnout, key held the 1940 bow and bromley by-election seat for labour with 95.8% of the votes",95.8%,11.11111111111111,0.0
51,51,51,How many votes did Judith Flanagan Kennedy defeat Clancy with in 2009?,"evidence: |
  The relevant rows contain information about the votes received by Judith Flanagan Kennedy and Edward J. Clancy Jr. in the 2009 Lynn Mayoral Election:
  Party | Candidate | Votes | % | ±
  - | Nonpartisan | Judith Flanagan Kennedy | 8,043 | 49.94 | -
  - | Nonpartisan | Edward J. Clancy Jr. | 8,016 | 49.78 | -
  
  To calculate the difference in votes: 
  8,043 (Kennedy's votes) - 8,016 (Clancy's votes) = 27 votes.
answer: |
  Judith Flanagan Kennedy defeated Edward J. Clancy Jr. by 27 votes in the 2009 Lynn Mayoral Election.","In 2009, Clancy was defeated by Judith Flanagan Kennedy by a total of 8,043 votes to 8,016.","27 
","in 2009, clancy was defeated by judith flanagan kennedy by a total of 8,043 votes to 8,016",27,0.0,0.0
