,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,question,response,answer,extracted_code,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
34,34,34,34,34,"When did Anthony Alonzo win Metro Manila Film Festival awards and for which works, respectively?","```python
# 1. When did Anthony Alonzo win Metro Manila Film Festival awards? (independent, support=[Year | Award Giving Body | Category | Work | Result])
award_years = [1983, 1987]
# 2. For which works did Anthony Alonzo win Metro Manila Film Festival awards, respectively? (independent, support=[Year | Award Giving Body | Category | Work | Result])
award_works = ['Bago Kumalat ang Kamandag', 'Anak Badjao']
print(""Award years:"", award_years)
print(""Award-winning works:"", award_works)
#DONE
```",Anthony Alonzo won the Best Actor awards from the Metro Manila Film Festival for Bago Kumalat Ang Kamandag in 1983 and for Anak Badjao in 1987.,2,"Award years: [1983, 1987]
Award-winning works: ['Bago Kumalat ang Kamandag', 'Anak Badjao']
",anthony alonzo won the best actor awards from the metro manila film festival for bago kumalat ang kamandag in 1983 and for anak badjao in 1987,"award years: [1983, 1987]award-winning works: ['bago kumalat ang kamandag', 'anak badjao']",40.0,0.0
35,35,35,35,35,What were the lead roles played by Minal Khan in 2017?,"```python
# 1. Identify the year and role columns in the table (independent, support=[Year | Title | Role | Network | Notes])
years = [2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017]
roles = ['Haya', 'Khadija', 'Kiran', 'Pari', 'Salma', 'Shifa', 'Meher']

# 2. Filter out the lead roles played by Minal Khan in 2017 (depends on 1, support=[])
lead_roles_2017 = [role for year, role in zip(years, roles) if year == 2017]

print(lead_roles_2017)
#DONE
```",Khan's first lead role was in Urdu 1's Beti To Main Bhi Hun (2017) as Haya and followed with another lead role in Hum TV's Parchayee as Pari.,2,"['Haya', 'Khadija', 'Kiran', 'Pari', 'Salma', 'Shifa', 'Meher']
",khan's first lead role was in urdu 1's beti to main bhi hun (2017) as haya and followed with another lead role in hum tv's parchayee as pari,"['haya', 'khadija', 'kiran', 'pari', 'salma', 'shifa', 'meher']",11.428571428571429,0.0
36,36,36,36,36,What were the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011?,"```python
# 1. What is the Peak Position on the Mainstream chart of the single ""Laid"" by New Medicine in 2010?
peak_position_laid_2010 = 32  # in U.S. Main. (independent, support=[Year | Title | Peak Positions | Peak Positions | Album])
# 2. What is the Peak Position on the Mainstream chart of the single ""Baby's Gone"" by New Medicine in 2011?
peak_position_babysgone_2011 = ""Not Available""  # No data available for ""Baby's Gone"" in 2011 (independent, support=[Year | Title | Peak Positions | Peak Positions | Album])
# 3. What is the Peak Position on the Mainstream chart of the single ""Race You to the Bottom"" by New Medicine in 2011?
peak_position_racebottom_2011 = 19  # in U.S. Main. (independent, support=[Year | Title | Peak Positions | Peak Positions | Album])
# 4. What is the Peak Position on the Mainstream chart of the single ""Rich Kids"" by New Medicine in 2011?
peak_position_richkids_2011 = 31  # in U.S. Main. (independent, support=[Year | Title | Peak Positions | Peak Positions | Album])
# 5. What were the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011? 
peak_positions = [peak_position_laid_2010, peak_position_babysgone_2011, peak_position_racebottom_2011, peak_position_richkids_2011]
print(peak_positions)
#DONE
```","""Laid"" hit number 32, ""Race You to the Bottom"" hit number 19 and Rich Kids"" hit number 31 on the Mainstream chart.",2,"[32, 'Not Available', 19, 31]
","laid hit number 32, race you to the bottom hit number 19 and rich kids hit number 31 on the mainstream chart","[32, 'not available', 19, 31]",24.0,0.0
37,37,37,37,37,What were the results of the 1956 United States presidential election in Wyoming?,"```python
# 1. Who was the Republican candidate and how many votes did they receive? (independent, support=[Party | Party | Candidate | Votes | %])
republican_candidate = ""Dwight D. Eisenhower (inc.)""
republican_votes = 74573

# 2. Who was the Democratic candidate and how many votes did they receive? (independent, support=[Party | Party | Candidate | Votes | %])
democratic_candidate = ""Adlai Stevenson""
democratic_votes = 49554

# 3. What percentage of total votes did each candidate receive? (independent, support=[Party | Party | Candidate | Votes | %])
republican_percentage = 60.08
democratic_percentage = 39.92

# 4. What were the results of the 1956 United States presidential election in Wyoming? (depends on 1, 2, and 3, support=[])
results = {
    ""Republican"": {""Candidate"": republican_candidate, ""Votes"": republican_votes, ""Percentage"": republican_percentage},
    ""Democratic"": {""Candidate"": democratic_candidate, ""Votes"": democratic_votes, ""Percentage"": democratic_percentage}
}
print(results)
# DONE
```","Wyoming was won by Dwight D. Eisenhower with 60.08% of the vote, against Adlai Stevenson with 39.92% of the vote.",2,"{'Republican': {'Candidate': 'Dwight D. Eisenhower (inc.)', 'Votes': 74573, 'Percentage': 60.08}, 'Democratic': {'Candidate': 'Adlai Stevenson', 'Votes': 49554, 'Percentage': 39.92}}
","wyoming was won by dwight d. eisenhower with 60.08% of the vote, against adlai stevenson with 39.92% of the vote","{'republican': {'candidate': 'dwight d. eisenhower (inc.)', 'votes': 74573, 'percentage': 60.08}, 'democratic': {'candidate': 'adlai stevenson', 'votes': 49554, 'percentage': 39.92}}",38.88888888888889,0.0
38,38,38,38,38,How was Hawkins doing in the 2014 Commonwealth Games?,"```python
# 1. Check the row corresponding to 2014 Commonwealth Games to see Hawkins' performance.
# Hawkins' position in the 2014 Commonwealth Games was 20th in the 10,000m race.
position_2014_commonwealth_games = 20
# 2. Check the time Hawkins achieved in the 10,000m race in the 2014 Commonwealth Games.
time_2014_commonwealth_games = ""29:12.52""
# 3. Combine the position and time information to describe how Hawkins performed in the 2014 Commonwealth Games.
performance_2014_commonwealth_games = ""In the 2014 Commonwealth Games, Callum Hawkins finished 20th in the 10,000m race with a time of 29:12.52.""
print(performance_2014_commonwealth_games)
# DONE
```","Hawkins competed at the 2014 Commonwealth Games held in Glasgow in the 10,000 metres, finishing 20th.",2,"In the 2014 Commonwealth Games, Callum Hawkins finished 20th in the 10,000m race with a time of 29:12.52.
","hawkins competed at the 2014 coonwealth games held in glasgow in the 10,000 metres, finishing 20","in the 2014 coonwealth games, callum hawkins finished 20 in the 10,000m race with a time of 29:12.52",48.275862068965516,0.0
39,39,39,39,39,Did Joshua Jackson ever star in the Simpsons?,"```python
# 1. Did Joshua Jackson star in The Simpsons? (independent, support=[Year | Title | Role | Notes])
joshua_starred_in_simpsons = False

# Checking each row in the table to find if there is an entry for Joshua Jackson in The Simpsons
table_rows = [
    [""2000"", ""The Simpsons"", ""Jesse Grass"", ""Voice; Episode: 'Lisa the Tree Hugger'""]
]

for row in table_rows:
    if ""The Simpsons"" in row and ""Jesse Grass"" in row:
        joshua_starred_in_simpsons = True
        break

print(joshua_starred_in_simpsons)
# Output: False
# Joshua Jackson did star in The Simpsons as Jesse Grass in the episode ""Lisa the Tree Hugger"".
# Therefore, the answer is True.
```","In 2000, Joshua Jackson starred in The Simpsons, voicing the character of Jesse Grass in the episode ""Lisa the Tree Hugger"".",2,"True
","in 2000, joshua jackson starred in the simpsons, voicing the character of jesse grass in the episode lisa the tree hugger",true,0.0,0.0
40,40,40,40,40,What year did Allkja play for Elbasani in the Albanian Second Division?,"```python
# 1. Check the row where the Club is ""Elbasani"" and the Division is ""Albanian Second Division""
#    (independent, support=[Elbasani | 2017–18 | Albanian Second Division | 2 | 0 | 1 | 0 | — | — | 3 | 0, Elbasani | 2016–17 | Albanian First Division | 4 | 0 | 0 | 0 | — | — | 4 | 0])
year_played = ""2017–18""

print(year_played)
# 2017–18 is the year Allkja played for Elbasani in the Albanian Second Division
# DONE
```",Allkja played for Elbasani in the 2017–18 Albanian Second Division.,2,"2017–18
",allkja played for elbasani in the 2017-18 albanian second division,2017-2018,0.0,0.0
41,41,41,41,41,What was Owen McDonnell's first role for something made by RTE?,"```python
# 1. What was Owen McDonnell's first role for something made by RTE?
first_rte_role = ""Sergeant Jack Driscoll""  # Role in Single-Handed (independent, support=[2007–10 | Single-Handed | Sergeant Jack Driscoll | RTÉ])
print(first_rte_role)
# DONE
```",Owen McDonnell played Sergeant Jack Driscoll in RTÉ's Single-Handed (2007-10).,2,"Sergeant Jack Driscoll
",owen mcdonnell played sergeant jack driscoll in rté's single-handed,sergeant jack driscoll,50.0,0.0
42,42,42,42,42,"What were Fofana's times, events, and venues in 2015 and 2016?","```python
# Subquestion 1: What was Fofana's time, event, and venue in 2015?
# Find the row for 2015 and extract the relevant information
time_2015 = ""7.75"" 
event_2015 = ""60 m hurdles""
venue_2015 = ""Prague, Czech Republic""

# Subquestion 2: What was Fofana's time, event, and venue in 2016?
# Find the row for 2016 and extract the relevant information
time_2016 = ""13.52""
event_2016 = ""110 m hurdles""
venue_2016 = ""Amsterdam, Netherlands""

# Print the results
print(f""In 2015, Fofana's time in the event '{event_2015}' at '{venue_2015}' was '{time_2015}' seconds."")
print(f""In 2016, Fofana's time in the event '{event_2016}' at '{venue_2016}' was '{time_2016}' seconds."")
#DONE
```",Hassane Fofana finished in 13.52 in the 110 meters hurdles (Amsterdam 2016) and in 7.75 in the 60 meters hurdles (Prague 2015).,2,"In 2015, Fofana's time in the event '60 m hurdles' at 'Prague, Czech Republic' was '7.75' seconds.
In 2016, Fofana's time in the event '110 m hurdles' at 'Amsterdam, Netherlands' was '13.52' seconds.
",hassane fofana finished in 13.52 in the 110 meters hurdles,"in 2015, fofana's time in the event '60 m hurdles' at 'prague, czech republic' was '7.75' seconds.in 2016, fofana's time in the event '110 m hurdles' at 'amsterdam, netherlands' was '13.52' seconds",25.64102564102564,0.0
43,43,43,43,43,What club and league did Giourkas Seitaridis appear in for the 2003–04 season?,"```python
# 1. Identify the row corresponding to the 2003-04 season for Giourkas Seitaridis (depends on key string, support=[])
row_2003_04 = [""2003–04"", ""Panathinaikos"", ""Alpha Ethniki""]
# 2. Extract the club and league Giourkas Seitaridis appeared in for the 2003-04 season (depends on 1, support=[row_2003_04])
club = row_2003_04[1]
league = row_2003_04[2]
print(club, league)
#DONE
```","In the 2003–04 season, Giourkas Seitaridis appeared in Alpha Ethniki with Panathinaikos.",2,"Panathinaikos Alpha Ethniki
","in the 2003-04 season, giourkas seitaridis appeared in alpha ethniki with panathinaikos",panathinaikos alpha ethniki,42.857142857142854,0.0
44,44,44,44,44,When and where did Sampson star as “Ozzy”?,"```python
# 1. When did Sampson star as ""Ozzy""? (independent, support=[])
ozzy_year = 2019  # in the year 2019 (independent, support=[2019 | The Walking Dead | Ozzy | 2 episodes])

# 2. Where did Sampson star as ""Ozzy""? (independent, support=[])
ozzy_show = ""The Walking Dead""  # in the show ""The Walking Dead"" (independent, support=[2019 | The Walking Dead | Ozzy | 2 episodes])

print(""Sampson starred as 'Ozzy' in"", ozzy_year, ""in the show"", ozzy_show)
# Output: Sampson starred as 'Ozzy' in 2019 in the show The Walking Dead
```","In 2019, Sampson starred as “Ozzy” in the series The Walking Dead.",2,"Sampson starred as 'Ozzy' in 2019 in the show The Walking Dead
","in 2019, sampson starred as “ozzy” in the series the walking dead",sampson starred as 'ozzy' in 2019 in the show the walking dead,80.00000000000001,0.0
45,45,45,45,45,Who were the winner and runner up in the 2016 presidential election in New Jersey?,"```python
# 1. Identify the candidate with the highest number of votes
#    (independent, support=[- | Democratic | Hillary Clinton | 2,148,278 | 55.45% | -, - | Republican | Donald Trump | 1,601,933 | 41.35% | -])
hillary_clinton_votes = 2148278
donald_trump_votes = 1601933

if hillary_clinton_votes > donald_trump_votes:
    winner = ""Hillary Clinton""
    runner_up = ""Donald Trump""
else:
    winner = ""Donald Trump""
    runner_up = ""Hillary Clinton""

# 2. Print the winner and runner up in the 2016 presidential election in New Jersey
print(""Winner: "", winner)
print(""Runner-up: "", runner_up)
# DONE
```  ",The 2016 United States presidential election in New Jersey was won by Hillary Clinton with 55.5% of the vote over Donald Trump's 41.35%.,2,"Winner:  Hillary Clinton
Runner-up:  Donald Trump
",the 2016 united states presidential election in new jersey was won by hillary clinton with 55.5% of the vote over donald trump's 41.35,winner:  hillary clintonrunner-up:  donald trump,15.384615384615385,0.0
46,46,46,46,46,"What kind of voice work did Shelly Blond do in 2007 and 2014, and in which productions?","```python
# 1. What kind of voice work did Shelly Blond do in 2007? (independent, support=[])
voice_work_2007 = ""Cinderella""  # Shelly Blond voiced as Cinderella in 2007 (independent, support=[Year | Title | Role | Notes])

# 2. What kind of voice work did Shelly Blond do in 2014? (independent, support=[])
voice_work_2014 = ""Audrey Glamour""  # Shelly Blond voiced as Audrey Glamour in 2014 (independent, support=[Year | Title | Role | Notes])

# 3. In which productions did Shelly Blond do voice work in 2007 and 2014? (depends on 1 and 2, support=[])
voice_work_productions = {
    2007: ""Snow White: The Sequel"",
    2014: ""Moomins on the Riviera""
}

ans = voice_work_productions[2007], voice_work_2007, voice_work_productions[2014], voice_work_2014
print(ans)
# DONE
```","Shelley Blond is the voice of Cinderella in Snow White: The Sequel, and Audrey Glamour in the 2014 film Moomins on the Riviera.",2,"('Snow White: The Sequel', 'Cinderella', 'Moomins on the Riviera', 'Audrey Glamour')
","shelley blond is the voice of cinderella in snow white: the sequel, and audrey glamour in the 2014 film moomins on the riviera","('snow white: the sequel', 'cinderella', 'moomins on the riviera', 'audrey glamour')",64.28571428571429,0.0
